file,MAE,error
001039.pth,978801.375,
001040.pth,978770.5,
001041.pth,978773.125,
001042.pth,978772.5,
001043.pth,978810.0,
001044.pth,978804.0,
001045.pth,978814.375,
001046.pth,978817.1875,
001047.pth,978842.8125,
001048.pth,978868.3125,
001049.pth,978891.875,
001050.pth,978920.125,
001051.pth,978933.625,
001052.pth,978933.375,
001053.pth,978936.8125,
001054.pth,978931.625,
001055.pth,978927.5,
001056.pth,978917.1875,
001057.pth,978900.8125,
001058.pth,978877.8125,
001059.pth,978861.3125,
001060.pth,978855.5,
001061.pth,978845.875,
001062.pth,978878.8125,
001063.pth,978886.8125,
001064.pth,978902.875,
001065.pth,978915.6875,
001066.pth,978933.5,
001067.pth,978946.1875,
001068.pth,978951.6875,
001069.pth,978946.0,
001070.pth,978937.3125,
001071.pth,978936.3125,
001072.pth,978929.8125,
001073.pth,,'Ground truth not found'
001074.pth,,'Ground truth not found'
001075.pth,,'Ground truth not found'
001076.pth,,'Ground truth not found'
001077.pth,,'Ground truth not found'
001078.pth,,'Ground truth not found'
001079.pth,,'Ground truth not found'
001080.pth,,'Ground truth not found'
001081.pth,,'Ground truth not found'
001082.pth,,'Ground truth not found'
001083.pth,,'Ground truth not found'
001084.pth,,'Ground truth not found'
001085.pth,,'Ground truth not found'
001086.pth,,'Ground truth not found'
001087.pth,,'Ground truth not found'
001088.pth,978874.625,
001089.pth,978819.8125,
001090.pth,978761.6875,
001091.pth,978733.3125,
001092.pth,978808.125,
001093.pth,978812.875,
001094.pth,978757.5,
001095.pth,978759.125,
001096.pth,978790.0,
001097.pth,978828.8125,
001098.pth,978861.625,
001099.pth,978891.5,
001100.pth,978870.5,
001101.pth,978847.625,
001102.pth,978832.375,
001103.pth,978818.5,
001104.pth,978800.0,
001105.pth,978790.6875,
001106.pth,978814.625,
001107.pth,978873.375,
001108.pth,978843.875,
001109.pth,978834.0,
001110.pth,978829.875,
001111.pth,978832.6875,
001112.pth,978842.375,
001113.pth,978847.0,
001114.pth,978858.0,
001115.pth,978878.875,
001116.pth,978907.125,
001117.pth,978883.3125,
001118.pth,978861.0,
001119.pth,978848.5,
001120.pth,978846.375,
001121.pth,978845.1875,
001122.pth,978849.1875,
001123.pth,978858.5,
001124.pth,978875.1875,
001125.pth,978890.8125,
001126.pth,978948.0,
001127.pth,978921.5,
001128.pth,978901.3125,
001129.pth,978878.3125,
001130.pth,978865.5,
001131.pth,978853.1875,
001132.pth,978847.1875,
001133.pth,978846.0,
001134.pth,978859.375,
001135.pth,978881.0,
001136.pth,978903.375,
001137.pth,,'Ground truth not found'
001138.pth,,'Ground truth not found'
001139.pth,,'Ground truth not found'
001140.pth,,'Ground truth not found'
001141.pth,,'Ground truth not found'
001142.pth,,'Ground truth not found'
001143.pth,,'Ground truth not found'
001144.pth,,'Ground truth not found'
001145.pth,,'Ground truth not found'
001146.pth,,'Ground truth not found'
001147.pth,,'Ground truth not found'
001148.pth,,'Ground truth not found'
001149.pth,,'Ground truth not found'
001150.pth,,'Ground truth not found'
001151.pth,,'Ground truth not found'
001152.pth,978855.3125,
001153.pth,978821.0,
001154.pth,978775.5,
001155.pth,978726.625,
001156.pth,978744.8125,
001157.pth,978799.375,
001158.pth,978768.625,
001159.pth,978785.0,
001160.pth,978809.125,
001161.pth,978826.8125,
001162.pth,978844.875,
001163.pth,978868.5,
001164.pth,978862.5,
001165.pth,978859.8125,
001166.pth,978853.0,
001167.pth,978843.8125,
001168.pth,978827.6875,
001169.pth,978811.875,
001170.pth,978811.5,
001171.pth,978843.625,
001172.pth,978833.1875,
001173.pth,978848.375,
001174.pth,978869.1875,
001175.pth,978883.625,
001176.pth,978890.1875,
001177.pth,978890.8125,
001178.pth,978890.6875,
001179.pth,978884.375,
001180.pth,978897.1875,
001181.pth,978907.3125,
001182.pth,978917.6875,
001183.pth,978924.6875,
001184.pth,978930.625,
001185.pth,978924.0,
001186.pth,978903.6875,
001187.pth,978877.375,
001188.pth,978861.0,
001189.pth,978853.3125,
001190.pth,978879.3125,
001191.pth,978876.625,
001192.pth,978881.125,
001193.pth,978897.3125,
001194.pth,978923.625,
001195.pth,978947.3125,
001196.pth,978963.375,
001197.pth,978957.6875,
001198.pth,978944.875,
001199.pth,978931.6875,
001200.pth,978922.0,
001201.pth,,'Ground truth not found'
001202.pth,,'Ground truth not found'
001203.pth,,'Ground truth not found'
001204.pth,,'Ground truth not found'
001205.pth,,'Ground truth not found'
001206.pth,,'Ground truth not found'
001207.pth,,'Ground truth not found'
001208.pth,,'Ground truth not found'
001209.pth,,'Ground truth not found'
001210.pth,,'Ground truth not found'
001211.pth,,'Ground truth not found'
001212.pth,,'Ground truth not found'
001213.pth,,'Ground truth not found'
001214.pth,,'Ground truth not found'
001215.pth,,'Ground truth not found'
001216.pth,978822.875,
001217.pth,978758.0,
001218.pth,978710.0,
001219.pth,978704.1875,
001220.pth,978735.375,
001221.pth,978784.8125,
001222.pth,978737.6875,
001223.pth,978725.5,
001224.pth,978729.3125,
001225.pth,978746.0,
001226.pth,978786.375,
001227.pth,978850.625,
001228.pth,978814.8125,
001229.pth,978783.6875,
001230.pth,978767.125,
001231.pth,978767.625,
001232.pth,978766.3125,
001233.pth,978773.8125,
001234.pth,978797.125,
001235.pth,978849.125,
001236.pth,978826.625,
001237.pth,978820.375,
001238.pth,978811.625,
001239.pth,978811.125,
001240.pth,978808.375,
001241.pth,978813.0,
001242.pth,978830.1875,
001243.pth,978853.5,
001244.pth,978904.1875,
001245.pth,978882.1875,
001246.pth,978863.375,
001247.pth,978853.625,
001248.pth,978851.1875,
001249.pth,978853.625,
001250.pth,978856.8125,
001251.pth,978861.6875,
001252.pth,978870.375,
001253.pth,978878.375,
001254.pth,978948.375,
001255.pth,978926.8125,
001256.pth,978914.1875,
001257.pth,978904.875,
001258.pth,978900.125,
001259.pth,978896.6875,
001260.pth,978892.125,
001261.pth,978892.375,
001262.pth,978896.0,
001263.pth,978905.125,
001264.pth,978921.625,
001265.pth,,'Ground truth not found'
001266.pth,,'Ground truth not found'
001267.pth,,'Ground truth not found'
001268.pth,,'Ground truth not found'
001269.pth,,'Ground truth not found'
001270.pth,,'Ground truth not found'
001271.pth,,'Ground truth not found'
001272.pth,,'Ground truth not found'
001273.pth,,'Ground truth not found'
001274.pth,,'Ground truth not found'
001275.pth,,'Ground truth not found'
001276.pth,,'Ground truth not found'
001277.pth,,'Ground truth not found'
001278.pth,,'Ground truth not found'
001279.pth,,'Ground truth not found'
001280.pth,978869.5,
001281.pth,978805.875,
001282.pth,978762.3125,
001283.pth,978717.1875,
001284.pth,978722.8125,
001285.pth,978739.625,
001286.pth,978725.625,
001287.pth,978758.875,
001288.pth,978801.6875,
001289.pth,978821.8125,
001290.pth,978843.0,
001291.pth,978884.6875,
001292.pth,978875.875,
001293.pth,978868.8125,
001294.pth,978850.1875,
001295.pth,978823.6875,
001296.pth,978788.6875,
001297.pth,978759.0,
001298.pth,978749.625,
001299.pth,978795.375,
001300.pth,978791.5,
001301.pth,978808.875,
001302.pth,978833.6875,
001303.pth,978855.625,
001304.pth,978885.6875,
001305.pth,978906.375,
001306.pth,978911.0,
001307.pth,978902.1875,
001308.pth,978921.6875,
001309.pth,978933.875,
001310.pth,978951.125,
001311.pth,978959.6875,
001312.pth,978945.5,
001313.pth,978918.375,
001314.pth,978894.3125,
001315.pth,978875.8125,
001316.pth,978859.375,
001317.pth,978850.6875,
001318.pth,978905.0,
001319.pth,978905.875,
001320.pth,978914.8125,
001321.pth,978932.0,
001322.pth,978952.0,
001323.pth,978972.875,
001324.pth,978998.625,
001325.pth,979007.625,
001326.pth,978992.0,
001327.pth,978968.0,
001328.pth,978950.125,
001329.pth,,'Ground truth not found'
001330.pth,,'Ground truth not found'
001331.pth,,'Ground truth not found'
001332.pth,,'Ground truth not found'
001333.pth,,'Ground truth not found'
001334.pth,,'Ground truth not found'
001335.pth,,'Ground truth not found'
001336.pth,,'Ground truth not found'
001337.pth,,'Ground truth not found'
001338.pth,,'Ground truth not found'
001339.pth,,'Ground truth not found'
001340.pth,,'Ground truth not found'
001341.pth,,'Ground truth not found'
001342.pth,,'Ground truth not found'
001343.pth,,'Ground truth not found'
001344.pth,978695.125,
001345.pth,978681.5,
001346.pth,978683.8125,
001347.pth,978701.625,
001348.pth,978768.125,
001349.pth,978780.625,
001350.pth,978729.875,
001351.pth,978705.1875,
001352.pth,978711.0,
001353.pth,978691.0,
001354.pth,978675.5,
001355.pth,978714.5,
001356.pth,978686.0,
001357.pth,978694.125,
001358.pth,978709.875,
001359.pth,978724.1875,
001360.pth,978724.5,
001361.pth,978741.5,
001362.pth,978791.6875,
001363.pth,978884.0,
001364.pth,978823.625,
001365.pth,978779.5,
001366.pth,978770.3125,
001367.pth,978763.6875,
001368.pth,978753.1875,
001369.pth,978748.6875,
001370.pth,978742.875,
001371.pth,978749.625,
001372.pth,978843.875,
001373.pth,978814.8125,
001374.pth,978809.625,
001375.pth,978817.1875,
001376.pth,978818.5,
001377.pth,978823.875,
001378.pth,978836.375,
001379.pth,978852.125,
001380.pth,978868.6875,
001381.pth,978914.0,
001382.pth,979041.0,
001383.pth,978987.6875,
001384.pth,978944.0,
001385.pth,978921.375,
001386.pth,978902.8125,
001387.pth,978892.625,
001388.pth,978890.5,
001389.pth,978892.1875,
001390.pth,978885.1875,
001391.pth,978887.375,
001392.pth,978904.8125,
001393.pth,,'Ground truth not found'
001394.pth,,'Ground truth not found'
001395.pth,,'Ground truth not found'
001396.pth,,'Ground truth not found'
001397.pth,,'Ground truth not found'
001398.pth,,'Ground truth not found'
001399.pth,,'Ground truth not found'
001400.pth,,'Ground truth not found'
001401.pth,,'Ground truth not found'
001402.pth,,'Ground truth not found'
001403.pth,,'Ground truth not found'
001404.pth,,'Ground truth not found'
001405.pth,,'Ground truth not found'
001406.pth,,'Ground truth not found'
001407.pth,,'Ground truth not found'
001408.pth,978847.3125,
001409.pth,978801.625,
001410.pth,978749.8125,
001411.pth,978716.375,
001412.pth,978752.6875,
001413.pth,978793.875,
001414.pth,978768.875,
001415.pth,978761.375,
001416.pth,978762.6875,
001417.pth,978779.875,
001418.pth,978806.375,
001419.pth,978860.875,
001420.pth,978820.625,
001421.pth,978804.375,
001422.pth,978789.0,
001423.pth,978781.1875,
001424.pth,978782.125,
001425.pth,978789.375,
001426.pth,978812.3125,
001427.pth,978863.125,
001428.pth,978826.8125,
001429.pth,978816.375,
001430.pth,978810.5,
001431.pth,978812.6875,
001432.pth,978816.5,
001433.pth,978823.5,
001434.pth,978831.3125,
001435.pth,978849.3125,
001436.pth,978898.125,
001437.pth,978874.625,
001438.pth,978861.0,
001439.pth,978857.1875,
001440.pth,978855.3125,
001441.pth,978852.625,
001442.pth,978853.3125,
001443.pth,978857.625,
001444.pth,978866.1875,
001445.pth,978885.375,
001446.pth,978965.8125,
001447.pth,978932.1875,
001448.pth,978911.1875,
001449.pth,978896.625,
001450.pth,978890.0,
001451.pth,978887.375,
001452.pth,978889.1875,
001453.pth,978889.5,
001454.pth,978888.6875,
001455.pth,978898.6875,
001456.pth,978915.125,
001457.pth,,'Ground truth not found'
001458.pth,,'Ground truth not found'
001459.pth,,'Ground truth not found'
001460.pth,,'Ground truth not found'
001461.pth,,'Ground truth not found'
001462.pth,,'Ground truth not found'
001463.pth,,'Ground truth not found'
001464.pth,,'Ground truth not found'
001465.pth,,'Ground truth not found'
001466.pth,,'Ground truth not found'
001467.pth,,'Ground truth not found'
001468.pth,,'Ground truth not found'
001469.pth,,'Ground truth not found'
001470.pth,,'Ground truth not found'
001471.pth,,'Ground truth not found'
001472.pth,978840.6875,
001473.pth,978806.8125,
001474.pth,978761.375,
001475.pth,978711.8125,
001476.pth,978719.6875,
001477.pth,978769.625,
001478.pth,978747.5,
001479.pth,978772.125,
001480.pth,978804.6875,
001481.pth,978829.875,
001482.pth,978832.8125,
001483.pth,978866.5,
001484.pth,978856.375,
001485.pth,978867.6875,
001486.pth,978863.0,
001487.pth,978843.0,
001488.pth,978808.125,
001489.pth,978775.625,
001490.pth,978761.1875,
001491.pth,978795.625,
001492.pth,978789.125,
001493.pth,978813.125,
001494.pth,978843.8125,
001495.pth,978875.6875,
001496.pth,978900.125,
001497.pth,978909.3125,
001498.pth,978893.625,
001499.pth,978888.625,
001500.pth,978921.875,
001501.pth,978926.0,
001502.pth,978933.0,
001503.pth,978950.625,
001504.pth,978953.5,
001505.pth,978935.875,
001506.pth,978906.8125,
001507.pth,978876.0,
001508.pth,978853.1875,
001509.pth,978838.8125,
001510.pth,978897.0,
001511.pth,978895.5,
001512.pth,978908.375,
001513.pth,978930.8125,
001514.pth,978958.5,
001515.pth,978986.875,
001516.pth,979004.875,
001517.pth,978999.375,
001518.pth,978977.0,
001519.pth,978961.375,
001520.pth,978952.6875,
001521.pth,,'Ground truth not found'
001522.pth,,'Ground truth not found'
001523.pth,,'Ground truth not found'
001524.pth,,'Ground truth not found'
001525.pth,,'Ground truth not found'
001526.pth,,'Ground truth not found'
001527.pth,,'Ground truth not found'
001528.pth,,'Ground truth not found'
001529.pth,,'Ground truth not found'
001530.pth,,'Ground truth not found'
001531.pth,,'Ground truth not found'
001532.pth,,'Ground truth not found'
001533.pth,,'Ground truth not found'
001534.pth,,'Ground truth not found'
001535.pth,,'Ground truth not found'
001536.pth,978844.8125,
001537.pth,978799.375,
001538.pth,978747.0,
001539.pth,978699.0,
001540.pth,978709.6875,
001541.pth,978766.0,
001542.pth,978745.125,
001543.pth,978769.625,
001544.pth,978793.125,
001545.pth,978817.0,
001546.pth,978833.0,
001547.pth,978880.8125,
001548.pth,978863.0,
001549.pth,978854.625,
001550.pth,978846.375,
001551.pth,978838.0,
001552.pth,978822.625,
001553.pth,978802.875,
001554.pth,978800.8125,
001555.pth,978867.3125,
001556.pth,978850.5,
001557.pth,978859.6875,
001558.pth,978871.3125,
001559.pth,978882.625,
001560.pth,978891.6875,
001561.pth,978897.375,
001562.pth,978900.8125,
001563.pth,978907.5,
001564.pth,978960.875,
001565.pth,978950.1875,
001566.pth,978944.5,
001567.pth,978945.625,
001568.pth,978942.3125,
001569.pth,978935.3125,
001570.pth,978926.125,
001571.pth,978915.3125,
001572.pth,978905.625,
001573.pth,978904.875,
001574.pth,978971.875,
001575.pth,978960.6875,
001576.pth,978958.3125,
001577.pth,978964.8125,
001578.pth,978974.125,
001579.pth,978982.125,
001580.pth,978986.875,
001581.pth,978988.5,
001582.pth,978987.125,
001583.pth,978989.0,
001584.pth,978994.6875,
001585.pth,,'Ground truth not found'
001586.pth,,'Ground truth not found'
001587.pth,,'Ground truth not found'
001588.pth,,'Ground truth not found'
001589.pth,,'Ground truth not found'
001590.pth,,'Ground truth not found'
001591.pth,,'Ground truth not found'
001592.pth,,'Ground truth not found'
001593.pth,,'Ground truth not found'
001594.pth,,'Ground truth not found'
001595.pth,,'Ground truth not found'
001596.pth,,'Ground truth not found'
001597.pth,,'Ground truth not found'
001598.pth,,'Ground truth not found'
001599.pth,,'Ground truth not found'
001600.pth,978853.8125,
001601.pth,978801.375,
001602.pth,978751.375,
001603.pth,978699.125,
001604.pth,978692.375,
001605.pth,978756.1875,
001606.pth,978742.1875,
001607.pth,978763.125,
001608.pth,978788.0,
001609.pth,978808.8125,
001610.pth,978828.875,
001611.pth,978881.375,
001612.pth,978864.375,
001613.pth,978854.625,
001614.pth,978844.0,
001615.pth,978830.5,
001616.pth,978812.1875,
001617.pth,978792.3125,
001618.pth,978787.375,
001619.pth,978844.875,
001620.pth,978838.125,
001621.pth,978851.1875,
001622.pth,978868.3125,
001623.pth,978884.0,
001624.pth,978895.125,
001625.pth,978899.6875,
001626.pth,978900.8125,
001627.pth,978905.3125,
001628.pth,978951.625,
001629.pth,978945.8125,
001630.pth,978947.3125,
001631.pth,978951.3125,
001632.pth,978952.375,
001633.pth,978947.3125,
001634.pth,978932.375,
001635.pth,978916.8125,
001636.pth,978905.625,
001637.pth,978897.1875,
001638.pth,978961.375,
001639.pth,978959.8125,
001640.pth,978966.0,
001641.pth,978977.375,
001642.pth,978992.6875,
001643.pth,979004.8125,
001644.pth,979008.125,
001645.pth,979001.5,
001646.pth,978992.0,
001647.pth,978985.125,
001648.pth,978985.125,
001649.pth,,'Ground truth not found'
001650.pth,,'Ground truth not found'
001651.pth,,'Ground truth not found'
001652.pth,,'Ground truth not found'
001653.pth,,'Ground truth not found'
001654.pth,,'Ground truth not found'
001655.pth,,'Ground truth not found'
001656.pth,,'Ground truth not found'
